ID,USO,TIPO_ARMA,MARCA,CALIBRE,FORCA,NUMERACAO_ARMA,FABRICACAO,QUALIFICACAO,RELACAO,AMBIENTE,DATA_HORA_FATO,ANO_FATO,MES_FATO,MES_FATO_TEXTO,DIA_FATO,DIA_SEMANA_FATO,HORA_FATO,TURNO,CIDADE_FATO,BAIRRO_FATO,ENDERECO_FATO,PT_REF_FATO,RISP,AISP,LONGITUDE,LATITUDE
40498,PERMITIDO,REVOLVER,TAURUS,38,PM,JI356868,NACIONAL,PORTE ILEGAL,Apreendida,,22/01/2022 20:01:00,2022,1,Jan,22,Sáb,20,Noite,Maceió,Benedito Bentes,RUA NOVO HORIZONTE,PRÓXIMO AOS ANTIGOS CAMPOS.,1ª RISP,06ª AISP,"-35,731659","-9,553071"
40497,PERMITIDO,REVOLVER,TAURUS,32,PM,391747,NACIONAL,PORTE ILEGAL,Apreendida,,22/01/2022 20:01:00,2022,1,Jan,22,Sáb,20,Noite,Maceió,Benedito Bentes,RUA NOVO HORIZONTE,PRÓXIMO AOS ANTIGOS CAMPOS.,1ª RISP,06ª AISP,"-35,731659","-9,553071"
40499,PERMITIDO,PISTOLA,TAURUS,380,PM,KJX46386,NACIONAL,PORTE ILEGAL,Apreendida,,23/01/2022 00:12:00,2022,1,Jan,23,Dom,0,Madrugada,Murici,Centro,RUA GASTÃO TENÓRIO,EM FRENTE AO Nº 62,2ª RISP,12ª AISP,"-35,949585","-9,312184"
40501,PERMITIDO,ESPINGARDA,NI,20,PM,,NI,DESOVA,Apreendida,,23/01/2022 01:59:00,2022,1,Jan,23,Dom,1,Madrugada,Murici,Centro,RUA GASTÃO TENÓRIO,,2ª RISP,12ª AISP,"-35,949585","-9,312184"
40502,PERMITIDO,ESPINGARDA,NI,20,PM,,NI,DESOVA,Apreendida,,23/01/2022 01:59:00,2022,1,Jan,23,Dom,1,Madrugada,Murici,Centro,RUA GASTÃO TENÓRIO,,2ª RISP,12ª AISP,"-35,949585","-9,312184"
40500,PERMITIDO,ESPINGARDA,CBC,20,PM,309946,NACIONAL,DESOVA,Apreendida,,23/01/2022 01:59:00,2022,1,Jan,23,Dom,1,Madrugada,Murici,Centro,RUA GASTÃO TENÓRIO,,2ª RISP,12ª AISP,"-35,949585","-9,312184"
40506,PERMITIDO,REVOLVER,TAURUS,38,PM,2145828,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,23/01/2022 22:00:00,2022,1,Jan,23,Dom,22,Noite,Feira Grande,Zona Rural,SÍTIO OITI-PX A PRAÇA DE EVENTOS,PX A PRAÇA DE EVENTOS,3ª RISP,21ª AISP,"-36,676105","-9,849905"
40504,PERMITIDO,REVOLVER,NI,38,PM,1560871,NI,PORTE ILEGAL,Apreendida,,23/01/2022 22:03:00,2022,1,Jan,23,Dom,22,Noite,Messias,Zona Rural,SITIO COSMEN E DAMIÃO,PRÓXIMO AO VIADUTO UNIÃO DOS PALMARES,1ª RISP,09ª AISP,"-35,849953","-9,362286"
40503,PERMITIDO,ESPINGARDA,ROSSI,12,PM,S742169,NACIONAL,PORTE ILEGAL,Apreendida,,23/01/2022 22:03:00,2022,1,Jan,23,Dom,22,Noite,Messias,Zona Rural,SITIO COSMEN E DAMIÃO,PRÓXIMO AO VIADUTO UNIÃO DOS PALMARES,1ª RISP,09ª AISP,"-35,849942","-9,362201"
40507,PERMITIDO,ESPINGARDA,CBC,12,PM,966222,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,24/01/2022 00:00:00,2022,1,Jan,24,Seg,0,Madrugada,Feira Grande,Zona Rural,POVOADO MASSAPÊ,PRÓXIMO AO ANTIGO MATADOURO,3ª RISP,21ª AISP,"-36,676105","-9,849905"
40510,PERMITIDO,ESPINGARDA,CBC,12,PM,1200960,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,24/01/2022 15:00:00,2022,1,Jan,24,Seg,15,Tarde,Maceió,Benedito Bentes,"CONJUNTO CARMINHA,",SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,713611","-9,55794"
40513,PERMITIDO,ESPINGARDA,NI,20,PM,,NI,PORTE ILEGAL,Apreendida,Via Pública,24/01/2022 21:00:00,2022,1,Jan,24,Seg,21,Noite,Porto Calvo,Centro,RUA DA PADARIA DO PORTUGA-RODOVIA AL 465 NORTE-BAIRRO MANGAZALA,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,403296","-9,046876"
40511,PERMITIDO,PISTOLA,TAURUS,380,PM,K0G12698,NACIONAL,POSSE ILEGAL,Apreendida,Residência,24/01/2022 21:00:00,2022,1,Jan,24,Seg,21,Noite,Arapiraca,Canafístula,"CONJUNTO FREI DAMIÃO, RUA 8",SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,628038","-9,773648"
40517,PERMITIDO,REVOLVER,TAURUS,38,PM,299340,NACIONAL,POSSE ILEGAL,Apreendida,,24/01/2022 23:38:00,2022,1,Jan,24,Seg,23,Noite,Maceió,Cidade Universitária,RUA HORIENTE,POR TRÁS DO BG FITNES,1ª RISP,07ª AISP,"-35,742142","-9,557128"
40554,PERMITIDO,ESPINGARDA,ROSSI,12,PM,S742552,NACIONAL,POSSE ILEGAL,Apreendida,Via Pública,25/01/2022 17:00:00,2022,1,Jan,25,Ter,17,Tarde,São Miguel dos Campos,Centro,RUA CORONEL FRANCISCO CAVALCANTE.,ENFRENTE A LOJA HONDA,3ª RISP,20ª AISP,"-36,104564","-9,778992"
40614,PERMITIDO,PISTOLA,TAURUS,380,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Outro,25/01/2022 21:00:00,2022,1,Jan,25,Ter,21,Noite,São Luís do Quitunde,Zona Rural,AL - 430 (TREVO DE ENTRADA DA CIDADE DE SÃO LUIZ DO QUITUNDE),SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,564221","-9,277723"
40613,PERMITIDO,PISTOLA,TAURUS,380,PM,KEX58963,NACIONAL,PORTE ILEGAL,Apreendida,Outro,25/01/2022 21:00:00,2022,1,Jan,25,Ter,21,Noite,São Luís do Quitunde,Zona Rural,AL - 430 (TREVO DE ENTRADA DA CIDADE DE SÃO LUIZ DO QUITUNDE),SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,564221","-9,277723"
40553,PERMITIDO,REVOLVER,NI,32,PM,,NI,PORTE ILEGAL,Apreendida,Outro,25/01/2022 22:00:00,2022,1,Jan,25,Ter,22,Noite,Porto Calvo,Zona Rural,RODOVIA AL-460 QUE LIGA PORTO CALVO A PORTO DE PEDRAS,SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,405062","-9,065815"
40620,PERMITIDO,REVOLVER,ROSSI,38,PRF,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,26/01/2022 10:00:00,2022,1,Jan,26,Qua,10,Manhã,Rio Largo,Zona Rural,"BR 104, KM90",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,82802","-9,459075"
40617,PERMITIDO,REVOLVER,ROSSI,32,PM,15461,NACIONAL,PORTE ILEGAL,Apreendida,,26/01/2022 20:37:00,2022,1,Jan,26,Qua,20,Noite,Maceió,Feitosa,PRÓXIMO A TERCEIRA PONTE DO VALE DO REGINALDO,,1ª RISP,05ª AISP,"-35,729299","-9,64672"
40618,PERMITIDO,PISTOLA,TAURUS,380,PM,AAL077358,NACIONAL,POSSE ILEGAL,Apreendida,,26/01/2022 21:01:00,2022,1,Jan,26,Qua,21,Noite,Delmiro Gouveia,Centro,DJANIRA ARAUJO,PROXIMO AO FORUM,4ª RISP,24ª AISP,"-38,007396","-9,382777"
40634,PERMITIDO,REVOLVER,TAURUS,38,PM,794591,NACIONAL,DESOVA,Apreendida,Sem Informação,27/01/2022 17:00:00,2022,1,Jan,27,Qui,17,Tarde,Rio Largo,Mata do Rolo,CONJ. JARBAS OITICICA-FINAL DO CONJ. PROXIMO A QUADRA,"FINAL DO CONJUNTO, NA MATA",1ª RISP,09ª AISP,"-35,802499","-9,474079"
40635,PERMITIDO,ESPINGARDA,NI,20,PM,,NI,DESOVA,Apreendida,Sem Informação,27/01/2022 17:00:00,2022,1,Jan,27,Qui,17,Tarde,Rio Largo,Mata do Rolo,CONJ. JARBAS OITICICA-FINAL DO CONJ. PROXIMO A QUADRA,"FINAL DO CONJUNTO, NA MATA",1ª RISP,09ª AISP,"-35,802499","-9,474079"
40637,PERMITIDO,REVOLVER,TAURUS,38,PM,609940,NACIONAL,DESOVA,Apreendida,Via Pública,27/01/2022 22:00:00,2022,1,Jan,27,Qui,22,Noite,Palmeira dos Índios,Centro,CONJUNTO EDVAL GAIA,SEM INFORMAÇÃO,3ª RISP,18ª AISP,"-36,645308","-9,433931"
40669,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,,28/01/2022 07:52:00,2022,1,Jan,28,Sex,7,Manhã,Lagoa da Canoa,Zona Rural,SITIO LAGOA DO MATO II,,3ª RISP,21ª AISP,"-36,730545","-9,823577"
40672,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,,28/01/2022 18:15:00,2022,1,Jan,28,Sex,18,Noite,Rio Largo,Centro,,XIQUEIRO DA BIQUINHA,1ª RISP,09ª AISP,"-35,850839","-9,481878"
40673,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,,28/01/2022 18:15:00,2022,1,Jan,28,Sex,18,Noite,Rio Largo,Centro,,XIQUEIRO DA BIQUINHA,1ª RISP,09ª AISP,"-35,850839","-9,481878"
40670,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,,28/01/2022 18:15:00,2022,1,Jan,28,Sex,18,Noite,Rio Largo,Centro,,XIQUEIRO DA BIQUINHA,1ª RISP,09ª AISP,"-35,850839","-9,481878"
40671,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,DESOVA,Apreendida,,28/01/2022 18:15:00,2022,1,Jan,28,Sex,18,Noite,Rio Largo,Centro,,XIQUEIRO DA BIQUINHA,1ª RISP,09ª AISP,"-35,850839","-9,481878"
40674,PERMITIDO,REVOLVER,TAURUS,38,PM,1956890,NACIONAL,PORTE ILEGAL,Apreendida,,29/01/2022 13:47:00,2022,1,Jan,29,Sáb,13,Tarde,Porto de Pedras,Zona Rural,POVOADO PALMEIRA,,2ª RISP,15ª AISP,"-35,311106","-9,168482"
40675,PERMITIDO,REVOLVER,TAURUS,38,PM,32294,NACIONAL,PORTE ILEGAL,Apreendida,,30/01/2022 02:26:00,2022,1,Jan,30,Dom,2,Madrugada,Porto Calvo,Centro,RODOVIA AL 105,BAR DO NÉNEM,2ª RISP,15ª AISP,"-35,4145","-9,050665"
40676,PERMITIDO,REVOLVER,ROSSI,38,PM,J198705,NACIONAL,PORTE ILEGAL,Apreendida,,30/01/2022 18:10:00,2022,1,Jan,30,Dom,18,Noite,Rio Largo,Mata do Rolo,LOTEAMENTO MARANATA,PRÓXIMO A IGREJA SÃO JOSÉ,1ª RISP,09ª AISP,"-35,837013","-9,476311"
40677,PERMITIDO,REVOLVER,ROSSI,38,PM,,NACIONAL,DESOVA,Apreendida,,30/01/2022 21:57:00,2022,1,Jan,30,Dom,21,Noite,Maceió,São Jorge,FAVELA DA EMATER,,1ª RISP,05ª AISP,"-35,706064","-9,619688"
40695,PERMITIDO,PISTOLA,GLOCK,380,PM,YLE404,NACIONAL,PORTE ILEGAL,Apreendida,Residência,31/01/2022 03:00:00,2022,1,Jan,31,Seg,3,Madrugada,Maceió,Pajuçara,"RUA OUVIDOR BATALHA,136A	-PROXIMO AO COLEGIO INTENSIVO",SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,717763","-9,669654"
40694,PERMITIDO,REVOLVER,ROSSI,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,31/01/2022 03:00:00,2022,1,Jan,31,Seg,3,Madrugada,Maceió,Pajuçara,"RUA OUVIDOR BATALHA,136A	-PROXIMO AO COLEGIO INTENSIVO",SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,717763","-9,669654"
40699,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,POSSE ILEGAL,Apreendida,,31/01/2022 21:33:00,2022,1,Jan,31,Seg,21,Noite,Maceió,Cidade Universitária,CONJ.SANTA HELENA,TEM UM MERCADINHO DE ESQUINA MERCADINHO BOA VISTA ENTRA NESSA RUA E SOBE,1ª RISP,07ª AISP,"-35,769005","-9,543459"
40697,PERMITIDO,REVOLVER,NI,32,PM,235,NI,POSSE ILEGAL,Apreendida,,31/01/2022 21:33:00,2022,1,Jan,31,Seg,21,Noite,Maceió,Cidade Universitária,CONJ.SANTA HELENA,TEM UM MERCADINHO DE ESQUINA MERCADINHO BOA VISTA ENTRA NESSA RUA E SOBE,1ª RISP,07ª AISP,"-35,769005","-9,543459"
40746,PERMITIDO,REVOLVER,TAURUS,38,PM,1158015,NACIONAL,POSSE ILEGAL,Apreendida,Residência,01/02/2022 06:00:00,2022,2,Fev,1,Ter,6,Manhã,Arapiraca,Jardim de Maria,"RUA ANITA ARESTIDES DA SILVA, 51",SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,653291","-9,73545"
40753,NI,ESPINGARDA,NI,NI,PM,,NI,DESOVA,Apreendida,Área Rural,01/02/2022 13:00:00,2022,2,Fev,1,Ter,13,Tarde,Penedo,Zona Rural,POVOADO RIACHO DO PEDRO,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,60225","-10,225583"
40752,PERMITIDO,REVOLVER,TAURUS,38,PRF,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,01/02/2022 17:00:00,2022,2,Fev,1,Ter,17,Tarde,Joaquim Gomes,Zona Rural,"BR 101, KM 38",SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,769031","-9,145419"
40748,PERMITIDO,REVOLVER,TAURUS,38,PM,990171,NACIONAL,POSSE ILEGAL,Apreendida,Via Pública,01/02/2022 18:00:00,2022,2,Fev,1,Ter,18,Noite,Lagoa da Canoa,Centro,RUA: NOSSA SENHORA DO PERPETUO SOCORRO-PRÓXIMO AO ESPAÇO CASA BONITA,PRÓXIMO AO ESPAÇO CASA BONITA,3ª RISP,21ª AISP,"-36,746629","-9,8245"
40785,PERMITIDO,REVOLVER,TAURUS,38,PM,0C230688,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,01/02/2022 19:00:00,2022,2,Fev,1,Ter,19,Noite,Maceió,Jaraguá,AVENIDA DA PAZ,PRAÇA SINIMBU,1ª RISP,01ª AISP,"-35,728979","-9,670176"
40750,PERMITIDO,REVOLVER,COLT,32,PM,R69223,NACIONAL,PORTE ILEGAL,Apreendida,,01/02/2022 22:22:00,2022,2,Fev,1,Ter,22,Noite,Paripueira,Zona Rural,AL - 101 NORTE,"PRÓXIMO AO POSTO BR, A CASA FICA AO LADO DA POUSADA PANTANAL.",1ª RISP,11ª AISP,"-35,533076","-9,449884"
40774,PERMITIDO,PISTOLA,TAURUS,9,PM,ABH809884,NACIONAL,POSSE ILEGAL,Apreendida,,02/02/2022 01:27:00,2022,2,Fev,2,Qua,1,Madrugada,Maceió,Mangabeiras,AVENIDA JOÃO DAVINO,NO MCZ HOTEL,1ª RISP,01ª AISP,"-35,704","-9,643089"
40775,PERMITIDO,ESPINGARDA,ROSSI,28,PM,,NACIONAL,POSSE ILEGAL,Apreendida,,02/02/2022 07:20:00,2022,2,Fev,2,Qua,7,Manhã,Murici,Zona Rural,SÍTIO VELHO,,2ª RISP,12ª AISP,"-35,869389","-9,263994"
40776,PERMITIDO,REVOLVER,TAURUS,38,PM,9483082,NACIONAL,PORTE ILEGAL,Apreendida,,02/02/2022 10:27:00,2022,2,Fev,2,Qua,10,Manhã,Arapiraca,Canafístula,AV. MIGUEL GERONIMO E SILVA,PROX. RESIDENCIAL CANAFÍSTULA,3ª RISP,17ª AISP,"-36,632936","-9,765597"
40778,NI,ESPINGARDA,ARTESANAL,NI,PM,,NI,POSSE ILEGAL,Apreendida,,02/02/2022 12:09:00,2022,2,Fev,2,Qua,12,Tarde,Água Branca,Zona Rural,SITIO BARRO PRETO,,4ª RISP,24ª AISP,"-37,942334","-9,247728"
40779,PERMITIDO,REVOLVER,TAURUS,32,PM,670628,NACIONAL,DESOVA,Apreendida,,02/02/2022 23:05:00,2022,2,Fev,2,Qua,23,Noite,Maceió,Benedito Bentes,"RUA C 45-QUADRA C 47, 35",PERTO DA PRACINHA DA AVENIDA GUAXUMA E DO MERCADINHO ASA BRANCA,1ª RISP,06ª AISP,"-35,729708","-9,561432"
40798,PERMITIDO,PISTOLA,TAURUS,380,PM,KKY84034,NACIONAL,PORTE ILEGAL,Apreendida,Zona Urbana,03/02/2022 00:00:00,2022,2,Fev,3,Qui,0,Madrugada,Arapiraca,Manoel Teles,RUA DOMINGOS EVANGELISTA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,66919","-9,756121"
40800,PERMITIDO,ARTESANAL,ARTESANAL,38,PM,,NI,POSSE ILEGAL,Apreendida,Residência,03/02/2022 15:00:00,2022,2,Fev,3,Qui,15,Tarde,Maceió,Chã da Jaqueira,"GROTA DO FLAMENGO, 2ª TRAVESSA DO ARAME",SEM INFORMAÇÃO,1ª RISP,04ª AISP,"-35,748935","-9,614546"
40805,RESTRITO,PISTOLA,TAURUS,9,PM,ACJ239228,NACIONAL,POSSE ILEGAL,Apreendida,Residência,03/02/2022 19:00:00,2022,2,Fev,3,Qui,19,Noite,Maceió,Benedito Bentes,CONJ. JOÃO SAMPAIO II-QUADRA 4 B LOTE 44-NA PROPRIA ESQUINA MERCEARIA,SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,719528","-9,537227"
40845,PERMITIDO,PISTOLA,TAURUS,380,PC,KKZ34104,NACIONAL,PORTE ILEGAL,Apreendida,Estabelecimento Prisional,03/02/2022 20:00:00,2022,2,Fev,3,Qui,20,Noite,Maceió,Chã de Bebedouro,RUA FRANSCISCO ALVES-DELEGACIA DE HOMICÍDIOS DA CAPITAL - DHPP,SEM INFORMAÇÃO,1ª RISP,04ª AISP,"-35,760153","-9,619541"
40802,RESTRITO,PISTOLA,GLOCK,9,PRF,BGAA796,ESTRANGEIRA,PORTE ILEGAL,Apreendida,Via Pública,03/02/2022 21:00:00,2022,2,Fev,3,Qui,21,Noite,São Miguel dos Campos,Zona Rural,RODOVIA BR 101 - KM 139,SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,1225","-9,818859"
40808,PERMITIDO,REVOLVER,TAURUS,38,PM,15665,NACIONAL,DESOVA,Apreendida,Residência,04/02/2022 17:00:00,2022,2,Fev,4,Sex,17,Tarde,Maceió,Petrópolis,RUA INVASÃO DO MONTE ALEGRE-,IMÓVEL EM CONSTRUÇÃO,1ª RISP,04ª AISP,"-35,746977","-9,609772"
40811,PERMITIDO,REVOLVER,NI,32,PM,655178,NI,POSSE ILEGAL,Apreendida,Zona Urbana,04/02/2022 18:00:00,2022,2,Fev,4,Sex,18,Noite,Maceió,Benedito Bentes,CONJ. FREI DAMIÃO-AV. MUNDAU-PROXIMO AO SUPERMERCADO SÃO DOMINGOS,SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,713484","-9,561438"
40810,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,POSSE ILEGAL,Apreendida,Via Pública,04/02/2022 18:00:00,2022,2,Fev,4,Sex,18,Noite,Maceió,Benedito Bentes,CIDADE SORRISO I B. BENTES II-NA RUA PRINCIPAL,SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,718284","-9,568241"
40814,PERMITIDO,ESPINGARDA,NI,36,PM,106210,NI,PORTE ILEGAL,Apreendida,Via Pública,04/02/2022 23:00:00,2022,2,Fev,4,Sex,23,Noite,Arapiraca,São Luiz,RUA  PROFESSOR JUVINO CAVALCANTE,SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,65376","-9,765064"
40816,PERMITIDO,PISTOLA,TAURUS,380,PM,KLZ69413,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,05/02/2022 10:00:00,2022,2,Fev,5,Sáb,10,Manhã,Arapiraca,Cavaco,"RUA EZEQUIEL ALEXANDRE DOS SANTOS, 191",DEFRONTE AO NÚMERO 191,3ª RISP,16ª AISP,"-36,673264","-9,74271"
40817,PERMITIDO,PISTOLA,BERETTA,635,PM,E92122,NACIONAL,POSSE ILEGAL,Apreendida,,05/02/2022 11:40:00,2022,2,Fev,5,Sáb,11,Manhã,Delmiro Gouveia,Zona Rural,RUA FIDEL CASTRO,,4ª RISP,24ª AISP,"-37,980001","-9,415505"
40819,PERMITIDO,REVOLVER,TAURUS,38,PM,1050672,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,05/02/2022 21:00:00,2022,2,Fev,5,Sáb,21,Noite,Maceió,Cidade Universitária,CONJ OTACILIO DE HOLANDA-QD. V,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,753805","-9,542125"
40820,PERMITIDO,PISTOLA,GLOCK,380,PM,HWK752,ESTRANGEIRA,PORTE ILEGAL,Apreendida,,06/02/2022 04:03:00,2022,2,Fev,6,Dom,4,Madrugada,Maceió,Jatiúca,AV. ALMIRANTE ÁLVARO CALHEIROS,É NO BAR 'BOTEQUIM DA POICA'.,1ª RISP,01ª AISP,"-35,700078","-9,645319"
40822,PERMITIDO,REVOLVER,TAURUS,38,PM,676534,NACIONAL,PORTE ILEGAL,Apreendida,Estabelecimento Comercial,06/02/2022 19:00:00,2022,2,Fev,6,Dom,19,Noite,Maceió,Benedito Bentes,CONJ. BENEDITO BENTES I-RUA A 28 QUADRA A 28,PRÓXIMO AO TERMINAL DO MOCAMBO,1ª RISP,06ª AISP,"-35,719994","-9,540298"
40829,PERMITIDO,REVOLVER,TAURUS,38,PM,1603348,NACIONAL,PORTE ILEGAL,Apreendida,Estabelecimento Comercial,07/02/2022 01:00:00,2022,2,Fev,7,Seg,1,Madrugada,São Miguel dos Campos,Centro,CONJUNTO HÉLIO II-BAR DA JEANE,BAR DA JEANE,3ª RISP,20ª AISP,"-36,103467","-9,79801"
40826,PERMITIDO,ESPINGARDA,CBC,12,PM,84506,NACIONAL,POSSE ILEGAL,Apreendida,Residência,07/02/2022 12:00:00,2022,2,Fev,7,Seg,12,Tarde,São Sebastião,Zona Rural,POV BELISCA PAU,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,546421","-9,89032"
40824,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,POSSE ILEGAL,Apreendida,Residência,07/02/2022 12:00:00,2022,2,Fev,7,Seg,12,Tarde,São Sebastião,Zona Rural,POV BELISCA PAU,SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,546421","-9,89032"
40827,PERMITIDO,ESPINGARDA,CBC,36,PM,,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,07/02/2022 13:00:00,2022,2,Fev,7,Seg,13,Tarde,Joaquim Gomes,Zona Rural,FAZENDA SANTA RITA,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,735201","-9,127439"
40941,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,08/02/2022 12:00:00,2022,2,Fev,8,Ter,12,Tarde,Maceió,Garça Torta,AL 101 NORTE-PROXIMO A PETISCARIA ENCONTRO DA GARÇA,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,66511","-9,585564"
40943,PERMITIDO,ESPINGARDA,CBC,12,PM,,NACIONAL,POSSE ILEGAL,Apreendida,Residência,08/02/2022 13:00:00,2022,2,Fev,8,Ter,13,Tarde,Delmiro Gouveia,Centro,CONJUNTO HABITACIONAL VILA 25-PROXIMO AO CASCA,ESTRADA ACESSO POVOADO LAGOINHA,4ª RISP,24ª AISP,"-38,063161","-9,377254"
40944,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,POSSE ILEGAL,Apreendida,Residência,08/02/2022 13:00:00,2022,2,Fev,8,Ter,13,Tarde,Delmiro Gouveia,Centro,CONJUNTO HABITACIONAL VILA 25-PROXIMO AO CASCA,ESTRADA ACESSO POVOADO LAGOINHA,4ª RISP,24ª AISP,"-38,063161","-9,377254"
40942,PERMITIDO,ESPINGARDA,CBC,12,PM,S605464,NACIONAL,POSSE ILEGAL,Apreendida,,08/02/2022 13:00:00,2022,2,Fev,8,Ter,13,Tarde,Delmiro Gouveia,Centro,CONJUNTO HABITACIONAL VILA 25-PROXIMO AO CASCA,,4ª RISP,24ª AISP,"-38,063161","-9,377254"
41722,PERMITIDO,ESPINGARDA,NI,16,PM,,NI,POSSE ILEGAL,Apreendida,Área Rural,08/02/2022 16:00:00,2022,2,Fev,8,Ter,16,Tarde,Girau do Ponciano,Zona Rural,"RUA DR. JOSÉ BENTO, 45 - ROD. GOV. JOSÉ TAVARES",NÃO INFORMADO,3ª RISP,21ª AISP,"-36,838051","-9,879635"
40945,NI,ESPINGARDA,NI,NI,PM,,NI,DESOVA,Apreendida,,08/02/2022 19:19:00,2022,2,Fev,8,Ter,19,Noite,Pão de Açúcar,Zona Rural,SÍTIO SEMENTEIRA,,4ª RISP,25ª AISP,"-37,621941","-9,516444"
40971,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,POSSE ILEGAL,Apreendida,Outro,09/02/2022 09:00:00,2022,2,Fev,9,Qua,9,Manhã,Arapiraca,Canafístula,"RUA 23, CONJ. VALENTIM-PROX AO MERCADINHO DO GENIO DE ESQUINA COM O SALÃO DA MARIA MELO. PROCURAR POR BABI DO PROJETO SOCIAL.",SEM INFORMAÇÃO,3ª RISP,17ª AISP,"-36,631933","-9,765094"
40977,PERMITIDO,REVOLVER,TAURUS,38,PM,KK525196,NACIONAL,PORTE ILEGAL,Apreendida,Residência,09/02/2022 20:00:00,2022,2,Fev,9,Qua,20,Noite,Arapiraca,Brasiliana,RUA SANTA MADALENA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,664165","-9,73573"
40972,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,DESOVA,Apreendida,,09/02/2022 21:44:00,2022,2,Fev,9,Qua,21,Noite,Maceió,Pitanguinha,"EIXO VIÁRIO DEP. OSCAR FONTES LIMA 1 , GROTA DA PINTAGUINHA",,1ª RISP,03ª AISP,"-35,730887","-9,631608"
40973,PERMITIDO,REVOLVER,TAURUS,32,PM,2469,NACIONAL,PORTE ILEGAL,Apreendida,,09/02/2022 22:11:00,2022,2,Fev,9,Qua,22,Noite,São José da Tapera,Zona Rural,SÍTIO ANTAS,,4ª RISP,25ª AISP,"-37,34618","-9,57082"
41016,PERMITIDO,REVOLVER,TAURUS,38,PM,Ok359851,NACIONAL,POSSE ILEGAL,Apreendida,Residência,10/02/2022 10:00:00,2022,2,Fev,10,Qui,10,Manhã,Maceió,Benedito Bentes,"CONJ. BENEDITO BENTES I-CONJ. JOAO SAMPAIO,QUADRA 1F-PROXIMO A PANIFICAÇÃO JULIANA",PX A PANIFICAÇÃO JULIANA,1ª RISP,06ª AISP,"-35,72154","-9,540087"
41026,PERMITIDO,REVOLVER,TAURUS,38,PM,48387,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,10/02/2022 14:00:00,2022,2,Fev,10,Qui,14,Tarde,Maceió,Ponta da Terra,RUA ANTÔNIO AGUIAR-PRÓXIMO AO MERCADINHO MARIA DA PENHA,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,714376","-9,663727"
